SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
368,68,0.22591362126245848,63,1. CESARE ALFIDI (7) | 2. FILIPPO MARIA LAGUZZI (5) | 3. FEDERICA RAMPINI (4) | 4. GABRIELE CARRADORI (4) | 5. LORENZO SPIZZICHINO (3) | 6. MATTEO PIETROSANTE (3) | 7. NASTASSJA HABDANK (3) | 8. SIMONETTA ANACLERIO (3) | 9. ROBERTO CASAMENTO (2) | 10. ITALO DELLA BELLA (1),5,1. CHRISTIAN RAIMO (1) | 2. MARIA CONCETTA ROMANO (1) | 3. MATTEO ZOCCHI (1) | 4. STEFANO SAMPAOLO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
369,66,0.21153846153846154,48,1. ANTONIO COMITO (0) | 2. CESARE ALFIDI (0) | 3. FEDERICA RAMPINI (0) | 4. FILIPPO MARIA LAGUZZI (0) | 5. FRANCESCO MANCINO (0) | 6. GABRIELE CARRADORI (0) | 7. GABRIELE MICHELI (0) | 8. ITALO DELLA BELLA (0) | 9. LORENZO SPIZZICHINO (0) | 10. LUIGI MAIO (0),18,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
370,37,0.13653136531365315,34,1. FEDERICA RAMPINI (3) | 2. FILIPPO MARIA LAGUZZI (2) | 3. GABRIELE MICHELI (2) | 4. ORNELLA LOVELLO (2) | 5. ANTONIO COMITO (1) | 6. CESARE ALFIDI (1) | 7. NASTASSJA HABDANK (1) | 8. SIMONA SORTINO (1) | 9. FRANCESCO MANCINO (0) | 10. GABRIELE CARRADORI (0),3,1. MARIA CONCETTA ROMANO (2) | 2. ALESSANDRO TADDEI (0) | 3. ANNA LODESERTO (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
371,33,0.12595419847328243,32,1. GABRIELE MICHELI (4) | 2. NASTASSJA HABDANK (3) | 3. FRANCESCO MANCINO (2) | 4. GABRIELE CARRADORI (1) | 5. NICOLETTA FUNGHI (1) | 6. SIMONA SORTINO (1) | 7. ANTONIO COMITO (0) | 8. CESARE ALFIDI (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),1,1. MARIA CRISTINA PANI (1) | 2. ALESSANDRO TADDEI (0) | 3. ANNA LODESERTO (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
372,70,0.17857142857142858,52,1. FEDERICA RAMPINI (4) | 2. NICOLETTA FUNGHI (3) | 3. SIMONA RUSSO (2) | 4. LUIGI MAIO (1) | 5. MIRKO MANFRE' (1) | 6. NASTASSJA HABDANK (1) | 7. ANTONIO COMITO (0) | 8. CESARE ALFIDI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. FRANCESCO MANCINO (0),18,1. STEFANO SAMPAOLO (7) | 2. MARIA CONCETTA ROMANO (6) | 3. CHRISTIAN RAIMO (4) | 4. ISABELLA BOARI (2) | 5. MATTEO ZOCCHI (2) | 6. SILVIA LAZZARI (2) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
373,118,0.21415607985480944,105,1. SIMONA RUSSO (31) | 2. GABRIELE CARRADORI (9) | 3. NICOLETTA FUNGHI (9) | 4. FEDERICA RAMPINI (6) | 5. ROBERTO CASAMENTO (6) | 6. FRANCESCO MANCINO (5) | 7. NASTASSJA HABDANK (5) | 8. FILIPPO MARIA LAGUZZI (3) | 9. ANTONIO COMITO (2) | 10. LORENZO SPIZZICHINO (2),13,1. GIULIA FERRARA (2) | 2. MARIA CONCETTA ROMANO (2) | 3. STEFANO SAMPAOLO (2) | 4. ALESSANDRO TADDEI (1) | 5. MARIA CRISTINA PANI (1) | 6. MATTEO ZOCCHI (1) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
374,112,0.23236514522821577,107,1. SIMONA RUSSO (36) | 2. NICOLETTA FUNGHI (10) | 3. FEDERICA RAMPINI (9) | 4. FILIPPO MARIA LAGUZZI (9) | 5. GABRIELE CARRADORI (8) | 6. FRANCESCO MANCINO (5) | 7. MATTEO PIETROSANTE (4) | 8. NASTASSJA HABDANK (4) | 9. LORENZO SPIZZICHINO (3) | 10. PAOLA CAVALIERI (3),5,1. ROSA FERRETTI (2) | 2. SERGIO ORSINI (2) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
375,78,0.208,67,1. SIMONA RUSSO (12) | 2. GABRIELE CARRADORI (7) | 3. NICOLETTA FUNGHI (6) | 4. MARIA TERESA ELLUL (5) | 5. FEDERICA RAMPINI (3) | 6. LORENZO SPIZZICHINO (3) | 7. LUIGI MAIO (3) | 8. SILVIA DE ROSA (3) | 9. FRANCESCO MANCINO (1) | 10. PAOLA CAVALIERI (1),11,1. CHRISTIAN RAIMO (3) | 2. MARIA CONCETTA ROMANO (3) | 3. STEFANO SAMPAOLO (3) | 4. MARTINA TESTA (2) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
856,89,0.18816067653276955,81,1. FEDERICA RAMPINI (14) | 2. FILIPPO MARIA LAGUZZI (6) | 3. LUIGI MAIO (6) | 4. NICOLETTA FUNGHI (6) | 5. GABRIELE CARRADORI (3) | 6. GABRIELE MICHELI (3) | 7. MATTEO PIETROSANTE (3) | 8. NASTASSJA HABDANK (3) | 9. FRANCESCO MANCINO (2) | 10. PAOLA CAVALIERI (2),8,1. CHIARA CALLINI (3) | 2. ANNA LODESERTO (1) | 3. CHRISTIAN RAIMO (1) | 4. MARIA LUCIA CERABONA (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
1762,72,0.14145383104125736,59,1. FEDERICA RAMPINI (3) | 2. LUIGI MAIO (3) | 3. SIMONA SORTINO (3) | 4. CESARE ALFIDI (2) | 5. FILIPPO MARIA LAGUZZI (2) | 6. GABRIELE CARRADORI (1) | 7. MATTEO PIETROSANTE (1) | 8. MIRKO MANFRE' (1) | 9. NASTASSJA HABDANK (1) | 10. ROBERTO CASAMENTO (1),13,1. CHRISTIAN RAIMO (6) | 2. ANNA LODESERTO (2) | 3. MARIA CONCETTA ROMANO (2) | 4. FRANCESCA FARCHI (1) | 5. GIOVANNI RUOCCO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
2521,70,0.23648648648648649,61,1. FILIPPO MARIA LAGUZZI (5) | 2. LORENZO SPIZZICHINO (4) | 3. GABRIELE CARRADORI (3) | 4. NICOLETTA FUNGHI (3) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. FEDERICA RAMPINI (1) | 8. PAOLA CAVALIERI (1) | 9. ROBERTO CASAMENTO (1) | 10. SIMONA SORTINO (1),9,1. ANTONIO FABRIZI (2) | 2. MARIA CONCETTA ROMANO (2) | 3. MATTEO ZOCCHI (1) | 4. STEFANO SAMPAOLO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. CHRISTIAN RAIMO (0) | 10. ENRICA LEO (0),municipio3_2021
2522,68,0.2546816479400749,60,1. SILVIA DE ROSA (19) | 2. FILIPPO MARIA LAGUZZI (7) | 3. NICOLETTA FUNGHI (2) | 4. ANTONIO COMITO (1) | 5. FEDERICA RAMPINI (1) | 6. MARIA TERESA ELLUL (1) | 7. CESARE ALFIDI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),8,1. MATTEO ZOCCHI (2) | 2. ROSA FERRETTI (2) | 3. CHRISTIAN RAIMO (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
2539,111,0.2569444444444444,98,1. GABRIELE MICHELI (27) | 2. FEDERICA RAMPINI (11) | 3. NASTASSJA HABDANK (8) | 4. FILIPPO MARIA LAGUZZI (6) | 5. NICOLETTA FUNGHI (6) | 6. GABRIELE CARRADORI (5) | 7. SILVIA DE ROSA (5) | 8. CESARE ALFIDI (2) | 9. ROBERTO CASAMENTO (2) | 10. ANTONIO COMITO (1),13,1. CHRISTIAN RAIMO (2) | 2. MARIA CONCETTA ROMANO (2) | 3. MATTEO ZOCCHI (1) | 4. STEFANO SAMPAOLO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
2562,93,0.21040723981900453,80,1. FRANCESCO MANCINO (5) | 2. NICOLETTA FUNGHI (4) | 3. FILIPPO MARIA LAGUZZI (3) | 4. LORENZO SPIZZICHINO (3) | 5. FEDERICA RAMPINI (2) | 6. GABRIELE CARRADORI (1) | 7. MATTEO PIETROSANTE (1) | 8. MIRKO MANFRE' (1) | 9. PAOLA CAVALIERI (1) | 10. SIMONA RUSSO (1),13,1. FRANCESCA FARCHI (1) | 2. MARIA CONCETTA ROMANO (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
2563,98,0.19367588932806323,85,1. FEDERICA RAMPINI (5) | 2. FILIPPO MARIA LAGUZZI (4) | 3. NICOLETTA FUNGHI (4) | 4. LORENZO SPIZZICHINO (3) | 5. NASTASSJA HABDANK (3) | 6. PAOLA CAVALIERI (3) | 7. SIMONA RUSSO (3) | 8. ANTONIO COMITO (2) | 9. FRANCESCO MANCINO (2) | 10. GABRIELE MICHELI (2),13,1. CHRISTIAN RAIMO (2) | 2. ANNA LODESERTO (1) | 3. MATTEO ZOCCHI (1) | 4. ALESSANDRO TADDEI (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
2564,100,0.17482517482517482,80,1. FEDERICA RAMPINI (4) | 2. LORENZO SPIZZICHINO (4) | 3. PAOLA CAVALIERI (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. SIMONA SORTINO (3) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. SILVIA DE ROSA (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),20,1. MATTEO ZOCCHI (4) | 2. CHRISTIAN RAIMO (3) | 3. ENRICA LEO (2) | 4. MARIA CONCETTA ROMANO (2) | 5. SERGIO ORSINI (2) | 6. ANNA LODESERTO (1) | 7. FRANCESCA FARCHI (1) | 8. GIOVANNI RUOCCO (1) | 9. ISABELLA BOARI (1) | 10. SILVIA LAZZARI (1),municipio3_2021
