SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
2387,71,0.16359447004608296,70,1. JULIAN COLABELLO (9) | 2. CLAUDIA PAPPATA' (7) | 3. VALERIA BAGLIO (5) | 4. DANIELE PARRUCCI (4) | 5. ANTONIO STAMPETE (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. GIAMMARCO PALMIERI (2) | 8. LORENZO MARINONE (2) | 9. MONICA MORICONI (2) | 10. CRISTINA MICHETELLI (1),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2388,45,0.13353115727002968,43,1. SABRINA ALFONSI (7) | 2. JULIAN COLABELLO (5) | 3. MAURIZIO VELOCCIA (5) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. YURI TROMBETTI (3) | 6. VALERIA BAGLIO (2) | 7. ANDREA ALEMANNI (1) | 8. GIOVANNI ZANNOLA (1) | 9. SVETLANA CELLI (1) | 10. ALESSANDRO LEPIDINI (0),2,1. GIOVANNI CAUDO (1) | 2. SUSANNA POLIMANTI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2389,73,0.19010416666666666,69,1. MAURIZIO VELOCCIA (13) | 2. SABRINA ALFONSI (10) | 3. DARIO MARCUCCI (3) | 4. LORENZO MARINONE (3) | 5. MONICA MORICONI (3) | 6. ANTONIO STAMPETE (2) | 7. JULIAN COLABELLO (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. VALERICA TARCA (2) | 10. ALESSANDRO LEPIDINI (0),4,1. ALESSANDRA LATERZA (1) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2390,80,0.175054704595186,76,1. SABRINA ALFONSI (8) | 2. MAURIZIO VELOCCIA (7) | 3. JULIAN COLABELLO (5) | 4. CRISTINA MICHETELLI (4) | 5. YURI TROMBETTI (4) | 6. ANTONIO STAMPETE (2) | 7. CLAUDIA PAPPATA' (2) | 8. ANTONELLA MELITO (1) | 9. DANIELE PARRUCCI (1) | 10. FLAVIA RESTIVO (1),4,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2391,75,0.15856236786469344,69,1. MAURIZIO VELOCCIA (9) | 2. ANTONIO STAMPETE (7) | 3. SABRINA ALFONSI (6) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. NELLA CONVERTI (3) | 6. YURI TROMBETTI (3) | 7. ILARIA PICCOLO (2) | 8. MASSIMO DE SIMONI (2) | 9. UBALDO RIGHETTI (2) | 10. DARIO MARCUCCI (1),6,1. DANIELE MANCINI (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2392,88,0.17922606924643583,80,1. MAURIZIO VELOCCIA (28) | 2. SABRINA ALFONSI (27) | 3. DARIO MARCUCCI (5) | 4. MONICA MORICONI (5) | 5. ANDREA ALEMANNI (3) | 6. CARLA CONSUELO FERMARIELLO (3) | 7. ERICA BATTAGLIA (3) | 8. SVETLANA CELLI (3) | 9. DANIELE PARRUCCI (2) | 10. STEFANO MARONGIU (2),8,1. GIOVANNI CAUDO (3) | 2. CLAUDIA PRATELLI (1) | 3. GIAN LUCA RIPARBELLI (1) | 4. TIZIANA BIOLGHINI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2393,122,0.18625954198473282,108,1. MAURIZIO VELOCCIA (12) | 2. SABRINA ALFONSI (10) | 3. JULIAN COLABELLO (9) | 4. DANIELE PARRUCCI (4) | 5. ANTONIO STAMPETE (2) | 6. CLAUDIA PAPPATA' (2) | 7. ERICA BATTAGLIA (2) | 8. MARIANO ANGELUCCI (2) | 9. SVETLANA CELLI (2) | 10. ANDREA ALEMANNI (1),14,1. GIOVANNI CAUDO (6) | 2. GIAN LUCA RIPARBELLI (1) | 3. SUSANNA POLIMANTI (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2394,57,0.15789473684210525,52,1. SABRINA ALFONSI (7) | 2. MAURIZIO VELOCCIA (6) | 3. MARCO ROSSI (2) | 4. SVETLANA CELLI (2) | 5. UBALDO RIGHETTI (2) | 6. YURI TROMBETTI (2) | 7. ANDREA ALEMANNI (1) | 8. CRISTINA MICHETELLI (1) | 9. DANIELE PARRUCCI (1) | 10. ERICA BATTAGLIA (1),5,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2395,82,0.18181818181818182,73,1. MAURIZIO VELOCCIA (4) | 2. SABRINA ALFONSI (4) | 3. ANDREA ALEMANNI (3) | 4. ANTONIO STAMPETE (3) | 5. SVETLANA CELLI (2) | 6. DARIO MARCUCCI (1) | 7. MONICA MORICONI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),9,1. GIOVANNI CAUDO (5) | 2. DANIELA PATTI (4) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2396,81,0.1772428884026258,78,1. CRISTINA MICHETELLI (3) | 2. ERICA BATTAGLIA (3) | 3. JULIAN COLABELLO (3) | 4. MAURIZIO VELOCCIA (3) | 5. SABRINA ALFONSI (3) | 6. ANTONIO STAMPETE (2) | 7. DARIO MARCUCCI (2) | 8. MONICA MORICONI (2) | 9. ANDREA ALEMANNI (1) | 10. CLAUDIA PAPPATA' (1),3,1. ISABELLA BORRELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2397,25,0.08992805755395683,24,1. ANTONIO STAMPETE (2) | 2. CLAUDIA PAPPATA' (2) | 3. DANIELE PARRUCCI (2) | 4. GIULIA TEMPESTA (2) | 5. YURI TROMBETTI (2) | 6. FLAVIA RESTIVO (1) | 7. PIETRO VITTORIO BARBIERI (1) | 8. SABRINA ALFONSI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),1,1. TIZIANA BIOLGHINI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2398,69,0.16666666666666666,63,1. MAURIZIO VELOCCIA (8) | 2. SABRINA ALFONSI (7) | 3. STEFANO MARONGIU (3) | 4. DANIELE PARRUCCI (2) | 5. ILARIA PICCOLO (2) | 6. JULIAN COLABELLO (2) | 7. MASSIMO DE SIMONI (2) | 8. MONICA MORICONI (2) | 9. NELLA CONVERTI (2) | 10. ANDREA ALEMANNI (1),6,1. DANIELA PATTI (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2399,52,0.13577023498694518,48,1. MAURIZIO VELOCCIA (2) | 2. SABRINA ALFONSI (2) | 3. ANTONIO STAMPETE (1) | 4. GIULIA TEMPESTA (1) | 5. RICCARDO CORBUCCI (1) | 6. STEFANO MARONGIU (1) | 7. UBALDO RIGHETTI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONELLA MELITO (0),4,1. ALESSANDRA LATERZA (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2400,88,0.19954648526077098,74,1. SABRINA ALFONSI (5) | 2. JULIAN COLABELLO (4) | 3. MAURIZIO VELOCCIA (4) | 4. UBALDO RIGHETTI (3) | 5. ANTONIO STAMPETE (2) | 6. CLAUDIA PAPPATA' (2) | 7. SVETLANA CELLI (2) | 8. ANDREA ALEMANNI (1) | 9. DANIELE PARRUCCI (1) | 10. ERICA BATTAGLIA (1),14,1. CLAUDIA PRATELLI (3) | 2. GIOVANNI CAUDO (3) | 3. LORENZO GASPARRINI (2) | 4. ANNA LODESERTO (1) | 5. TIZIANA BIOLGHINI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2401,38,0.1237785016286645,35,1. SABRINA ALFONSI (4) | 2. MAURIZIO VELOCCIA (3) | 3. ANDREA ALEMANNI (1) | 4. ANTONIO STAMPETE (1) | 5. DARIO MARCUCCI (1) | 6. GIORGIO RAFFAELE CALVI (1) | 7. GIULIA TEMPESTA (1) | 8. MARIANO ANGELUCCI (1) | 9. MONICA MORICONI (1) | 10. RICCARDO CORBUCCI (1),3,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2402,67,0.15654205607476634,57,1. SABRINA ALFONSI (8) | 2. MAURIZIO VELOCCIA (7) | 3. ANTONIO STAMPETE (5) | 4. JULIAN COLABELLO (2) | 5. STEFANO MARONGIU (2) | 6. ANTONELLA MELITO (1) | 7. CLAUDIA PAPPATA' (1) | 8. CRISTINA MICHETELLI (1) | 9. DANIELE PARRUCCI (1) | 10. FLAVIA RESTIVO (1),10,1. GIAN LUCA RIPARBELLI (2) | 2. ISABELLA BORRELLI (2) | 3. GIOVANNI CAUDO (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2403,66,0.14666666666666667,53,1. FABRIZIO RUFO (4) | 2. MAURIZIO VELOCCIA (4) | 3. ANTONELLA MELITO (2) | 4. DANIELE PARRUCCI (2) | 5. DARIO MARCUCCI (2) | 6. ERICA BATTAGLIA (2) | 7. MONICA MORICONI (2) | 8. CLAUDIA PAPPATA' (1) | 9. FLAVIA RESTIVO (1) | 10. GIOVANNI CRISANTI (1),13,1. GIAN LUCA RIPARBELLI (8) | 2. ROSSANA BASSI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2404,25,0.14204545454545456,23,1. ERICA BATTAGLIA (1) | 2. GIULIA TEMPESTA (1) | 3. OLIMPIA TROILI (1) | 4. RICCARDO CORBUCCI (1) | 5. YIFAN LIN (1) | 6. YURI TROMBETTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),2,1. ISABELLA BORRELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2405,44,0.14102564102564102,42,1. MARCO ROSSI (1) | 2. MARIANO ANGELUCCI (1) | 3. MAURIZIO VELOCCIA (1) | 4. VALERIA BAGLIO (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANDREA ALEMANNI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),2,1. TIZIANA BIOLGHINI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2406,66,0.14132762312633834,60,1. NELLA CONVERTI (5) | 2. DARIO MARCUCCI (4) | 3. ERICA BATTAGLIA (4) | 4. MAURIZIO VELOCCIA (4) | 5. SABRINA ALFONSI (3) | 6. GIOVANNI CRISANTI (2) | 7. MONICA MORICONI (2) | 8. FABRIZIO RUFO (1) | 9. OLIMPIA TROILI (1) | 10. STEFANO MARONGIU (1),6,1. NICOLA CERABONA (2) | 2. FRANCESCA TOLINO (1) | 3. LORENZO GASPARRINI (1) | 4. ROSSANA BASSI (1) | 5. SIMONE SAPIENZA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELA PATTI (0),comune_2021
2407,68,0.14468085106382977,65,1. ERICA BATTAGLIA (4) | 2. GIOVANNI CRISANTI (4) | 3. FABRIZIO RUFO (3) | 4. LORENZO MARINONE (3) | 5. FLAVIA RESTIVO (2) | 6. JULIAN COLABELLO (2) | 7. SVETLANA CELLI (2) | 8. UBALDO RIGHETTI (2) | 9. ANTONIO STAMPETE (1) | 10. CARLA CONSUELO FERMARIELLO (1),3,1. MARCO CARLIZZI (1) | 2. PAOLA SPINELLI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2408,44,0.12941176470588237,43,1. ANDREA ALEMANNI (1) | 2. ERICA BATTAGLIA (1) | 3. SABRINA ALFONSI (1) | 4. SVETLANA CELLI (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANTONELLA MELITO (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2409,70,0.15555555555555556,69,1. MARCO ROSSI (4) | 2. FABRIZIO RUFO (2) | 3. NELLA CONVERTI (2) | 4. VALERIA BAGLIO (2) | 5. GIAMMARCO PALMIERI (1) | 6. MAURIZIO VELOCCIA (1) | 7. MONICA MORICONI (1) | 8. UBALDO RIGHETTI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2410,43,0.11345646437994723,41,1. ERICA BATTAGLIA (9) | 2. GIOVANNI CRISANTI (3) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. PIERO SANDULLI (2) | 5. ANTONIO STAMPETE (1) | 6. DARIO MARCUCCI (1) | 7. GIORGIO MEZZAPESA (1) | 8. GIOVANNI ZANNOLA (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),2,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2411,51,0.12469437652811736,42,1. FABRIZIO RUFO (4) | 2. ERICA BATTAGLIA (3) | 3. ANDREA ALEMANNI (1) | 4. LORENZO MARINONE (1) | 5. MARCO ROSSI (1) | 6. MONICA MORICONI (1) | 7. VALERIA BAGLIO (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),9,1. CLAUDIA PRATELLI (1) | 2. GIOVANNI CAUDO (1) | 3. ISABELLA BORRELLI (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2412,55,0.12087912087912088,50,1. SABRINA ALFONSI (6) | 2. FABRIZIO RUFO (3) | 3. LORENZO MARINONE (2) | 4. NELLA CONVERTI (2) | 5. CRISTINA MICHETELLI (1) | 6. GIOVANNI CRISANTI (1) | 7. MASSIMO DE SIMONI (1) | 8. OLIMPIA TROILI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),5,1. FRANCESCA TOLINO (1) | 2. SIMONE SAPIENZA (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2413,28,0.15819209039548024,27,1. ERICA BATTAGLIA (3) | 2. ANDREA ALEMANNI (1) | 3. CARLA CONSUELO FERMARIELLO (1) | 4. FLAVIA RESTIVO (1) | 5. GIOVANNI CRISANTI (1) | 6. JULIAN COLABELLO (1) | 7. STEFANO MARONGIU (1) | 8. SVETLANA CELLI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2414,25,0.06648936170212766,24,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. CLAUDIA PAPPATA' (1) | 4. FABRIZIO RUFO (1) | 5. GIAMMARCO PALMIERI (1) | 6. MARCO ROSSI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2415,40,0.08213552361396304,40,1. SVETLANA CELLI (3) | 2. GIOVANNI CRISANTI (2) | 3. MAURIZIO VELOCCIA (2) | 4. SABRINA ALFONSI (2) | 5. ANTONELLA MELITO (1) | 6. ANTONIO CIANCIO (1) | 7. ANTONIO STAMPETE (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. GIULIA TEMPESTA (1) | 10. MASSIMO DE SIMONI (1),0,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2416,60,0.15873015873015872,52,1. SABRINA ALFONSI (4) | 2. MAURIZIO VELOCCIA (3) | 3. ERICA BATTAGLIA (2) | 4. ANTONIO STAMPETE (1) | 5. CRISTINA MICHETELLI (1) | 6. FABRIZIO RUFO (1) | 7. GIOVANNI CRISANTI (1) | 8. ILARIA PICCOLO (1) | 9. PIERO SANDULLI (1) | 10. STEFANO MARONGIU (1),8,1. GIOVANNI CAUDO (5) | 2. DANIELA PATTI (2) | 3. GIULIA FERRARA (1) | 4. ISABELLA BORRELLI (1) | 5. MARIA ASSUNTA VITELLI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELE MANCINI (0),comune_2021
2417,65,0.14508928571428573,62,1. ERICA BATTAGLIA (5) | 2. DARIO MARCUCCI (4) | 3. MONICA MORICONI (4) | 4. GIOVANNI CRISANTI (3) | 5. JULIAN COLABELLO (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. ELEONORA GRIMALDI (1) | 9. MAURIZIO VELOCCIA (1) | 10. STEFANO MARONGIU (1),3,1. ISABELLA BORRELLI (2) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2418,60,0.133630289532294,58,1. ERICA BATTAGLIA (7) | 2. MAURIZIO VELOCCIA (5) | 3. ANDREA ALEMANNI (3) | 4. FABRIZIO RUFO (2) | 5. CLAUDIA PAPPATA' (1) | 6. DANIELE PARRUCCI (1) | 7. GIAMMARCO PALMIERI (1) | 8. PIERO SANDULLI (1) | 9. SABRINA ALFONSI (1) | 10. YURI TROMBETTI (1),2,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2419,58,0.12033195020746888,53,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),5,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2420,59,0.14285714285714285,57,1. ERICA BATTAGLIA (14) | 2. MAURIZIO VELOCCIA (11) | 3. ANTONELLA MELITO (2) | 4. PIERO SANDULLI (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANDREA ALEMANNI (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),2,1. CLAUDIA PRATELLI (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
